scenario_id,subject,difficulty,trial_mode,mode,condition,seed,success,completion_time_sec,total_inputs,interactions,motion_tool_calls,mode_switches,direction_reversals,dropped_inputs,selection_perturbations,direction_perturbations,target_filtered_out,terminated_at_max_ticks,end_reason
manual_s1_easy_trial_20260218_141344,s1,easy,manual,prime,sel_low,0,1,14.328,22,8,4,1,0,0,1,0,1,0,task_complete
manual_s1_easy_trial_20260218_141344,s1,easy,manual,prime,sel_low,1,1,8.54,22,3,1,1,2,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_141344,s1,easy,manual,prime,sel_low,2,1,8.54,22,3,1,1,6,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_141344,s1,easy,manual,prime,sel_low,3,1,6.7368,15,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_141344,s1,easy,manual,prime,sel_low,4,1,7.252,15,5,1,1,0,0,2,0,1,0,task_complete
manual_s1_easy_trial_20260218_141344,s1,easy,manual,prime,sel_high,0,1,14.328,22,8,4,1,0,0,2,0,1,0,task_complete
manual_s1_easy_trial_20260218_141344,s1,easy,manual,prime,sel_high,1,1,8.54,22,3,1,1,2,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_141344,s1,easy,manual,prime,sel_high,2,1,8.54,22,3,1,1,6,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_141344,s1,easy,manual,prime,sel_high,3,1,6.7368,15,3,1,1,0,0,1,0,1,0,task_complete
manual_s1_easy_trial_20260218_141344,s1,easy,manual,prime,sel_high,4,1,8.54,15,10,1,1,0,0,4,0,1,0,task_complete
manual_s1_easy_trial_20260218_141344,s1,easy,manual,prime,compound_mid,0,1,24.131,28,8,4,1,0,1,1,1,1,0,task_complete
manual_s1_easy_trial_20260218_141344,s1,easy,manual,prime,compound_mid,1,1,14.3746,20,3,1,1,2,2,0,3,1,0,task_complete
manual_s1_easy_trial_20260218_141344,s1,easy,manual,prime,compound_mid,2,1,14.8133,20,3,1,1,6,2,0,2,1,0,task_complete
manual_s1_easy_trial_20260218_141344,s1,easy,manual,prime,compound_mid,3,1,11.4375,15,3,1,1,0,0,1,1,1,0,task_complete
manual_s1_easy_trial_20260218_141344,s1,easy,manual,prime,compound_mid,4,1,15.9814,20,10,1,1,0,2,4,4,1,0,task_complete
manual_s1_easy_trial_20260218_143151,s1,easy,manual,prime,clean,0,1,4.2,4,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143151,s1,easy,manual,prime,clean,1,1,4.2,4,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143151,s1,easy,manual,prime,clean,2,1,4.2,4,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143151,s1,easy,manual,prime,clean,3,1,4.2,4,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143151,s1,easy,manual,prime,clean,4,1,4.2,4,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143151,s1,easy,manual,prime,dir_low,0,1,5.4,8,3,1,1,0,0,0,2,1,0,task_complete
manual_s1_easy_trial_20260218_143151,s1,easy,manual,prime,dir_low,1,1,4.2,4,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143151,s1,easy,manual,prime,dir_low,2,1,4.2,4,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143151,s1,easy,manual,prime,dir_low,3,1,4.2,4,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143151,s1,easy,manual,prime,dir_low,4,1,6.0,10,3,1,1,0,0,0,3,1,0,task_complete
manual_s1_easy_trial_20260218_143151,s1,easy,manual,prime,dir_high,0,1,5.4,8,3,1,1,0,0,0,2,1,0,task_complete
manual_s1_easy_trial_20260218_143151,s1,easy,manual,prime,dir_high,1,1,4.2,4,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143151,s1,easy,manual,prime,dir_high,2,1,4.2,4,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143151,s1,easy,manual,prime,dir_high,3,1,4.5,5,3,1,1,0,0,0,1,1,0,task_complete
manual_s1_easy_trial_20260218_143151,s1,easy,manual,prime,dir_high,4,1,6.0,10,3,1,1,0,0,0,3,1,0,task_complete
manual_s1_easy_trial_20260218_143151,s1,easy,manual,prime,sel_low,0,1,36.3,3,31,17,1,0,0,3,0,1,0,task_complete
manual_s1_easy_trial_20260218_143151,s1,easy,manual,prime,sel_low,1,1,4.2,4,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143151,s1,easy,manual,prime,sel_low,2,1,4.2,4,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143151,s1,easy,manual,prime,sel_low,3,1,4.2,4,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143151,s1,easy,manual,prime,sel_low,4,1,18.0,3,20,7,1,0,0,5,0,1,0,task_complete
manual_s1_easy_trial_20260218_143151,s1,easy,manual,prime,sel_high,0,1,23.1,5,40,6,1,0,0,16,0,1,0,task_complete
manual_s1_easy_trial_20260218_143151,s1,easy,manual,prime,sel_high,1,1,4.2,4,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143151,s1,easy,manual,prime,sel_high,2,1,4.2,4,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143151,s1,easy,manual,prime,sel_high,3,1,4.2,4,3,1,1,0,0,1,0,1,0,task_complete
manual_s1_easy_trial_20260218_143151,s1,easy,manual,prime,sel_high,4,1,24.6,3,37,8,1,0,0,15,0,1,0,task_complete
manual_s1_easy_trial_20260218_143151,s1,easy,manual,prime,compound_mid,0,1,33.7867,3,30,15,1,0,0,4,0,1,0,task_complete
manual_s1_easy_trial_20260218_143151,s1,easy,manual,prime,compound_mid,1,1,5.0605,4,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143151,s1,easy,manual,prime,compound_mid,2,1,5.2084,4,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143151,s1,easy,manual,prime,compound_mid,3,1,5.5544,4,3,1,1,0,0,1,0,1,0,task_complete
manual_s1_easy_trial_20260218_143151,s1,easy,manual,prime,compound_mid,4,1,24.7488,6,23,9,1,0,1,6,1,1,0,task_complete
manual_s1_easy_trial_20260218_143429,s1,easy,manual,prime,clean,0,1,6.5925,22,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143429,s1,easy,manual,prime,clean,1,1,6.5925,22,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143429,s1,easy,manual,prime,clean,2,1,6.5925,22,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143429,s1,easy,manual,prime,clean,3,1,6.5925,22,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143429,s1,easy,manual,prime,clean,4,1,6.5925,22,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143429,s1,easy,manual,prime,dir_low,0,1,6.5925,22,3,1,1,0,0,0,2,1,0,task_complete
manual_s1_easy_trial_20260218_143429,s1,easy,manual,prime,dir_low,1,1,6.5925,22,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143429,s1,easy,manual,prime,dir_low,2,1,6.5925,22,3,1,1,0,0,0,2,1,0,task_complete
manual_s1_easy_trial_20260218_143429,s1,easy,manual,prime,dir_low,3,1,6.5925,22,3,1,1,0,0,0,1,1,0,task_complete
manual_s1_easy_trial_20260218_143429,s1,easy,manual,prime,dir_low,4,1,9.1083,36,3,1,1,0,0,0,5,1,0,task_complete
manual_s1_easy_trial_20260218_143429,s1,easy,manual,prime,dir_high,0,1,6.5925,22,3,1,1,0,0,0,2,1,0,task_complete
manual_s1_easy_trial_20260218_143429,s1,easy,manual,prime,dir_high,1,1,9.1083,36,3,1,1,0,0,0,8,1,0,task_complete
manual_s1_easy_trial_20260218_143429,s1,easy,manual,prime,dir_high,2,1,11.6241,50,3,1,1,0,0,0,12,1,0,task_complete
manual_s1_easy_trial_20260218_143429,s1,easy,manual,prime,dir_high,3,1,6.5925,22,3,1,1,0,0,0,8,1,0,task_complete
manual_s1_easy_trial_20260218_143429,s1,easy,manual,prime,dir_high,4,1,11.6241,50,3,1,1,0,0,0,13,1,0,task_complete
manual_s1_easy_trial_20260218_143429,s1,easy,manual,prime,sel_low,0,1,7.3737,15,6,2,1,0,0,1,0,1,0,task_complete
manual_s1_easy_trial_20260218_143429,s1,easy,manual,prime,sel_low,1,1,6.5925,22,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143429,s1,easy,manual,prime,sel_low,2,1,6.5925,22,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143429,s1,easy,manual,prime,sel_low,3,1,6.5925,22,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143429,s1,easy,manual,prime,sel_low,4,1,28.5459,15,32,13,1,0,0,6,0,1,0,task_complete
manual_s1_easy_trial_20260218_143429,s1,easy,manual,prime,sel_high,0,1,7.3737,15,6,2,1,0,0,1,0,1,0,task_complete
manual_s1_easy_trial_20260218_143429,s1,easy,manual,prime,sel_high,1,1,6.5925,22,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143429,s1,easy,manual,prime,sel_high,2,1,6.5925,22,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143429,s1,easy,manual,prime,sel_high,3,1,6.5925,22,3,1,1,0,0,1,0,1,0,task_complete
manual_s1_easy_trial_20260218_143429,s1,easy,manual,prime,sel_high,4,1,15.4677,15,26,5,1,0,0,13,0,1,0,task_complete
manual_s1_easy_trial_20260218_143429,s1,easy,manual,prime,compound_mid,0,1,11.7442,15,6,2,1,0,0,1,1,1,0,task_complete
manual_s1_easy_trial_20260218_143429,s1,easy,manual,prime,compound_mid,1,1,12.4271,20,3,1,1,0,2,0,3,1,0,task_complete
manual_s1_easy_trial_20260218_143429,s1,easy,manual,prime,compound_mid,2,1,12.8658,20,3,1,1,0,2,0,2,1,0,task_complete
manual_s1_easy_trial_20260218_143429,s1,easy,manual,prime,compound_mid,3,1,13.4807,22,3,1,1,0,0,1,1,1,0,task_complete
manual_s1_easy_trial_20260218_143429,s1,easy,manual,prime,compound_mid,4,0,1486.797,0,10,990,0,0,0,4,0,1,1,max_ticks
manual_s1_easy_trial_20260218_143630,s1,easy,manual,prime,clean,0,1,6.0088,13,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143630,s1,easy,manual,prime,clean,1,1,6.0088,13,3,1,1,2,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143630,s1,easy,manual,prime,clean,2,1,6.0088,13,3,1,1,2,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143630,s1,easy,manual,prime,clean,3,1,6.0088,13,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143630,s1,easy,manual,prime,clean,4,1,6.0088,13,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143630,s1,easy,manual,prime,dir_low,0,1,6.0088,13,3,1,1,0,0,0,2,1,0,task_complete
manual_s1_easy_trial_20260218_143630,s1,easy,manual,prime,dir_low,1,1,6.0088,13,3,1,1,2,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143630,s1,easy,manual,prime,dir_low,2,1,7.4746,19,3,1,1,4,0,0,2,1,0,task_complete
manual_s1_easy_trial_20260218_143630,s1,easy,manual,prime,dir_low,3,1,6.0088,13,3,1,1,0,0,0,1,1,0,task_complete
manual_s1_easy_trial_20260218_143630,s1,easy,manual,prime,dir_low,4,1,6.0088,13,3,1,1,0,0,0,3,1,0,task_complete
manual_s1_easy_trial_20260218_143630,s1,easy,manual,prime,dir_high,0,1,6.0088,13,3,1,1,0,0,0,2,1,0,task_complete
manual_s1_easy_trial_20260218_143630,s1,easy,manual,prime,dir_high,1,1,6.0088,13,3,1,1,2,0,0,3,1,0,task_complete
manual_s1_easy_trial_20260218_143630,s1,easy,manual,prime,dir_high,2,1,13.3378,43,3,1,1,5,0,0,11,1,0,task_complete
manual_s1_easy_trial_20260218_143630,s1,easy,manual,prime,dir_high,3,1,10.4062,31,3,1,1,0,0,0,11,1,0,task_complete
manual_s1_easy_trial_20260218_143630,s1,easy,manual,prime,dir_high,4,1,6.0088,13,3,1,1,0,0,0,3,1,0,task_complete
manual_s1_easy_trial_20260218_143630,s1,easy,manual,prime,sel_low,0,1,13.1961,19,8,4,1,0,0,1,0,1,0,task_complete
manual_s1_easy_trial_20260218_143630,s1,easy,manual,prime,sel_low,1,1,6.0088,13,3,1,1,2,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143630,s1,easy,manual,prime,sel_low,2,1,6.0088,13,3,1,1,2,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143630,s1,easy,manual,prime,sel_low,3,1,6.0088,13,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143630,s1,easy,manual,prime,sel_low,4,1,6.4974,13,5,1,1,0,0,2,0,1,0,task_complete
manual_s1_easy_trial_20260218_143630,s1,easy,manual,prime,sel_high,0,1,13.1961,19,8,4,1,0,0,2,0,1,0,task_complete
manual_s1_easy_trial_20260218_143630,s1,easy,manual,prime,sel_high,1,1,6.0088,13,3,1,1,2,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143630,s1,easy,manual,prime,sel_high,2,1,6.0088,13,3,1,1,2,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143630,s1,easy,manual,prime,sel_high,3,1,6.0088,13,3,1,1,0,0,1,0,1,0,task_complete
manual_s1_easy_trial_20260218_143630,s1,easy,manual,prime,sel_high,4,1,7.7189,13,10,1,1,0,0,4,0,1,0,task_complete
manual_s1_easy_trial_20260218_143630,s1,easy,manual,prime,compound_mid,0,1,18.0741,18,8,4,1,0,1,1,0,1,0,task_complete
manual_s1_easy_trial_20260218_143630,s1,easy,manual,prime,compound_mid,1,1,9.1102,13,3,1,1,2,0,0,1,1,0,task_complete
manual_s1_easy_trial_20260218_143630,s1,easy,manual,prime,compound_mid,2,1,12.7663,17,3,1,1,4,2,0,2,1,0,task_complete
manual_s1_easy_trial_20260218_143630,s1,easy,manual,prime,compound_mid,3,1,9.9675,13,3,1,1,0,0,1,1,1,0,task_complete
manual_s1_easy_trial_20260218_143630,s1,easy,manual,prime,compound_mid,4,1,11.037,13,10,1,1,0,0,4,3,1,0,task_complete
manual_s1_easy_trial_20260218_143810,s1,easy,manual,prime,clean,0,1,7.0584,13,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143810,s1,easy,manual,prime,clean,1,1,7.0584,13,3,1,1,2,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143810,s1,easy,manual,prime,clean,2,1,7.0584,13,3,1,1,2,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143810,s1,easy,manual,prime,clean,3,1,7.0584,13,3,1,1,1,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143810,s1,easy,manual,prime,clean,4,1,7.0584,13,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143810,s1,easy,manual,prime,dir_low,0,1,9.5376,21,3,1,1,0,0,0,2,1,0,task_complete
manual_s1_easy_trial_20260218_143810,s1,easy,manual,prime,dir_low,1,1,7.0584,13,3,1,1,2,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143810,s1,easy,manual,prime,dir_low,2,1,8.298,17,3,1,1,2,0,0,1,1,0,task_complete
manual_s1_easy_trial_20260218_143810,s1,easy,manual,prime,dir_low,3,1,7.0584,13,3,1,1,1,0,0,1,1,0,task_complete
manual_s1_easy_trial_20260218_143810,s1,easy,manual,prime,dir_low,4,1,7.0584,13,3,1,1,0,0,0,3,1,0,task_complete
manual_s1_easy_trial_20260218_143810,s1,easy,manual,prime,dir_high,0,1,9.5376,21,3,1,1,0,0,0,2,1,0,task_complete
manual_s1_easy_trial_20260218_143810,s1,easy,manual,prime,dir_high,1,1,8.298,17,3,1,1,2,0,0,3,1,0,task_complete
manual_s1_easy_trial_20260218_143810,s1,easy,manual,prime,dir_high,2,1,14.496,37,3,1,1,6,0,0,11,1,0,task_complete
manual_s1_easy_trial_20260218_143810,s1,easy,manual,prime,dir_high,3,1,7.0584,13,3,1,1,1,0,0,4,1,0,task_complete
manual_s1_easy_trial_20260218_143810,s1,easy,manual,prime,dir_high,4,1,7.0584,13,3,1,1,0,0,0,3,1,0,task_complete
manual_s1_easy_trial_20260218_143810,s1,easy,manual,prime,sel_low,0,1,38.496,9,31,17,1,0,0,3,0,1,0,task_complete
manual_s1_easy_trial_20260218_143810,s1,easy,manual,prime,sel_low,1,1,7.0584,13,3,1,1,2,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143810,s1,easy,manual,prime,sel_low,2,1,7.0584,13,3,1,1,2,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143810,s1,easy,manual,prime,sel_low,3,1,7.0584,13,3,1,1,1,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143810,s1,easy,manual,prime,sel_low,4,1,20.0871,9,20,7,1,0,0,5,0,1,0,task_complete
manual_s1_easy_trial_20260218_143810,s1,easy,manual,prime,sel_high,0,1,27.2643,17,40,6,1,0,0,16,0,1,0,task_complete
manual_s1_easy_trial_20260218_143810,s1,easy,manual,prime,sel_high,1,1,7.0584,13,3,1,1,2,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143810,s1,easy,manual,prime,sel_high,2,1,7.0584,13,3,1,1,2,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143810,s1,easy,manual,prime,sel_high,3,1,7.0584,13,3,1,1,1,0,1,0,1,0,task_complete
manual_s1_easy_trial_20260218_143810,s1,easy,manual,prime,sel_high,4,1,26.8554,9,37,8,1,0,0,15,0,1,0,task_complete
manual_s1_easy_trial_20260218_143810,s1,easy,manual,prime,compound_mid,0,1,37.2958,9,30,15,1,0,0,4,0,1,0,task_complete
manual_s1_easy_trial_20260218_143810,s1,easy,manual,prime,compound_mid,1,1,10.1598,13,3,1,1,2,0,0,1,1,0,task_complete
manual_s1_easy_trial_20260218_143810,s1,easy,manual,prime,compound_mid,2,1,15.2041,19,3,1,1,6,2,0,2,1,0,task_complete
manual_s1_easy_trial_20260218_143810,s1,easy,manual,prime,compound_mid,3,1,16.0364,21,3,1,1,5,0,1,1,1,0,task_complete
manual_s1_easy_trial_20260218_143810,s1,easy,manual,prime,compound_mid,4,1,33.6575,20,23,9,1,0,1,6,3,1,0,task_complete
manual_s1_easy_trial_20260218_143936,s1,easy,manual,prime,clean,0,1,7.972,13,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143936,s1,easy,manual,prime,clean,1,1,7.972,13,3,1,1,2,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143936,s1,easy,manual,prime,clean,2,1,7.972,13,3,1,1,2,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143936,s1,easy,manual,prime,clean,3,1,7.972,13,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143936,s1,easy,manual,prime,clean,4,1,7.972,13,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143936,s1,easy,manual,prime,dir_low,0,1,9.44,17,3,1,1,0,0,0,2,1,0,task_complete
manual_s1_easy_trial_20260218_143936,s1,easy,manual,prime,dir_low,1,1,7.972,13,3,1,1,2,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143936,s1,easy,manual,prime,dir_low,2,1,9.44,17,3,1,1,2,0,0,1,1,0,task_complete
manual_s1_easy_trial_20260218_143936,s1,easy,manual,prime,dir_low,3,1,7.972,13,3,1,1,0,0,0,1,1,0,task_complete
manual_s1_easy_trial_20260218_143936,s1,easy,manual,prime,dir_low,4,1,7.972,13,3,1,1,0,0,0,3,1,0,task_complete
manual_s1_easy_trial_20260218_143936,s1,easy,manual,prime,dir_high,0,1,9.44,17,3,1,1,0,0,0,2,1,0,task_complete
manual_s1_easy_trial_20260218_143936,s1,easy,manual,prime,dir_high,1,1,9.44,17,3,1,1,2,0,0,3,1,0,task_complete
manual_s1_easy_trial_20260218_143936,s1,easy,manual,prime,dir_high,2,1,12.376,25,3,1,1,6,0,0,7,1,0,task_complete
manual_s1_easy_trial_20260218_143936,s1,easy,manual,prime,dir_high,3,1,7.972,13,3,1,1,0,0,0,4,1,0,task_complete
manual_s1_easy_trial_20260218_143936,s1,easy,manual,prime,dir_high,4,1,7.972,13,3,1,1,0,0,0,3,1,0,task_complete
manual_s1_easy_trial_20260218_143936,s1,easy,manual,prime,sel_low,0,1,9.105,9,6,2,1,0,0,1,0,1,0,task_complete
manual_s1_easy_trial_20260218_143936,s1,easy,manual,prime,sel_low,1,1,7.972,13,3,1,1,2,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143936,s1,easy,manual,prime,sel_low,2,1,7.972,13,3,1,1,2,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143936,s1,easy,manual,prime,sel_low,3,1,7.972,13,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143936,s1,easy,manual,prime,sel_low,4,1,35.147,9,32,13,1,0,0,6,0,1,0,task_complete
manual_s1_easy_trial_20260218_143936,s1,easy,manual,prime,sel_high,0,1,9.105,9,6,2,1,0,0,1,0,1,0,task_complete
manual_s1_easy_trial_20260218_143936,s1,easy,manual,prime,sel_high,1,1,7.972,13,3,1,1,2,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143936,s1,easy,manual,prime,sel_high,2,1,7.972,13,3,1,1,2,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_143936,s1,easy,manual,prime,sel_high,3,1,7.972,13,3,1,1,0,0,1,0,1,0,task_complete
manual_s1_easy_trial_20260218_143936,s1,easy,manual,prime,sel_high,4,1,20.945,9,26,5,1,0,0,13,0,1,0,task_complete
manual_s1_easy_trial_20260218_143936,s1,easy,manual,prime,compound_mid,0,1,14.213,13,6,2,1,0,0,1,1,1,0,task_complete
manual_s1_easy_trial_20260218_143936,s1,easy,manual,prime,compound_mid,1,1,11.0734,13,3,1,1,2,0,0,1,1,0,task_complete
manual_s1_easy_trial_20260218_143936,s1,easy,manual,prime,compound_mid,2,1,14.1851,15,3,1,1,2,2,0,2,1,0,task_complete
manual_s1_easy_trial_20260218_143936,s1,easy,manual,prime,compound_mid,3,1,17.4068,21,3,1,1,2,0,1,1,1,0,task_complete
manual_s1_easy_trial_20260218_143936,s1,easy,manual,prime,compound_mid,4,0,1488.67,0,10,990,0,0,0,4,0,1,1,max_ticks
manual_s1_easy_trial_20260218_144100,s1,easy,manual,prime,clean,0,1,3.9,3,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_144100,s1,easy,manual,prime,clean,1,1,3.9,3,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_144100,s1,easy,manual,prime,clean,2,1,3.9,3,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_144100,s1,easy,manual,prime,clean,3,1,3.9,3,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_144100,s1,easy,manual,prime,clean,4,1,3.9,3,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_144100,s1,easy,manual,prime,dir_low,0,1,3.9,3,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_144100,s1,easy,manual,prime,dir_low,1,1,3.9,3,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_144100,s1,easy,manual,prime,dir_low,2,1,3.9,3,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_144100,s1,easy,manual,prime,dir_low,3,1,3.9,3,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_144100,s1,easy,manual,prime,dir_low,4,1,4.8,6,3,1,1,0,0,0,2,1,0,task_complete
manual_s1_easy_trial_20260218_144100,s1,easy,manual,prime,dir_high,0,1,3.9,3,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_144100,s1,easy,manual,prime,dir_high,1,1,3.9,3,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_144100,s1,easy,manual,prime,dir_high,2,1,3.9,3,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_144100,s1,easy,manual,prime,dir_high,3,1,4.5,5,3,1,1,0,0,0,1,1,0,task_complete
manual_s1_easy_trial_20260218_144100,s1,easy,manual,prime,dir_high,4,1,4.8,6,3,1,1,0,0,0,2,1,0,task_complete
manual_s1_easy_trial_20260218_144100,s1,easy,manual,prime,sel_low,0,1,10.2,4,8,4,1,0,0,1,0,1,0,task_complete
manual_s1_easy_trial_20260218_144100,s1,easy,manual,prime,sel_low,1,1,3.9,3,3,1,1,0,0,0,0,1,0,task_complete
manual_s1_easy_trial_20260218_144100,s1,easy,manual,prime,sel_low,2,1,3.9,3,3,1,1,0,0,0,0,1,0,task_complete
